"geoid","geoname","total"
"1500000US420035154011","Block Group 1, Census Tract 5154.01, Allegheny County, Pennsylvania","881"
"1500000US420035154012","Block Group 2, Census Tract 5154.01, Allegheny County, Pennsylvania","632"
"1500000US420035154013","Block Group 3, Census Tract 5154.01, Allegheny County, Pennsylvania","777"
"1500000US420035161001","Block Group 1, Census Tract 5161, Allegheny County, Pennsylvania","1406"
"1500000US420035162001","Block Group 1, Census Tract 5162, Allegheny County, Pennsylvania","797"
"1500000US420035162002","Block Group 2, Census Tract 5162, Allegheny County, Pennsylvania","942"
"1500000US420035170001","Block Group 1, Census Tract 5170, Allegheny County, Pennsylvania","615"
"1500000US420035170002","Block Group 2, Census Tract 5170, Allegheny County, Pennsylvania","1115"
"1500000US420035180011","Block Group 1, Census Tract 5180.01, Allegheny County, Pennsylvania","1125"
"1500000US420035180012","Block Group 2, Census Tract 5180.01, Allegheny County, Pennsylvania","1243"
"1500000US420035180013","Block Group 3, Census Tract 5180.01, Allegheny County, Pennsylvania","918"
"1500000US420035190001","Block Group 1, Census Tract 5190, Allegheny County, Pennsylvania","1123"
"1500000US420035190002","Block Group 2, Census Tract 5190, Allegheny County, Pennsylvania","1262"
"1500000US420035190003","Block Group 3, Census Tract 5190, Allegheny County, Pennsylvania","772"
"1500000US420035200011","Block Group 1, Census Tract 5200.01, Allegheny County, Pennsylvania","1443"
"1500000US420035200012","Block Group 2, Census Tract 5200.01, Allegheny County, Pennsylvania","1815"
"1500000US420035200021","Block Group 1, Census Tract 5200.02, Allegheny County, Pennsylvania","1053"
"1500000US420035200022","Block Group 2, Census Tract 5200.02, Allegheny County, Pennsylvania","1110"
"1500000US420035200023","Block Group 3, Census Tract 5200.02, Allegheny County, Pennsylvania","929"
"1500000US420035211001","Block Group 1, Census Tract 5211, Allegheny County, Pennsylvania","992"
"1500000US420035211002","Block Group 2, Census Tract 5211, Allegheny County, Pennsylvania","1316"
"1500000US420035211003","Block Group 3, Census Tract 5211, Allegheny County, Pennsylvania","2243"
"1500000US420035212001","Block Group 1, Census Tract 5212, Allegheny County, Pennsylvania","2144"
"1500000US420035212002","Block Group 2, Census Tract 5212, Allegheny County, Pennsylvania","923"
"1500000US420035212003","Block Group 3, Census Tract 5212, Allegheny County, Pennsylvania","1454"
"1500000US420035213011","Block Group 1, Census Tract 5213.01, Allegheny County, Pennsylvania","822"
"1500000US420035213012","Block Group 2, Census Tract 5213.01, Allegheny County, Pennsylvania","1235"
"1500000US420035213013","Block Group 3, Census Tract 5213.01, Allegheny County, Pennsylvania","768"
"1500000US420035213014","Block Group 4, Census Tract 5213.01, Allegheny County, Pennsylvania","1391"
"1500000US420035213021","Block Group 1, Census Tract 5213.02, Allegheny County, Pennsylvania","1592"
"1500000US420035213022","Block Group 2, Census Tract 5213.02, Allegheny County, Pennsylvania","956"
"1500000US420035213023","Block Group 3, Census Tract 5213.02, Allegheny County, Pennsylvania","1368"
"1500000US420035213024","Block Group 4, Census Tract 5213.02, Allegheny County, Pennsylvania","600"
"1500000US420035214011","Block Group 1, Census Tract 5214.01, Allegheny County, Pennsylvania","2067"
"1500000US420035214012","Block Group 2, Census Tract 5214.01, Allegheny County, Pennsylvania","857"
"1500000US420035214021","Block Group 1, Census Tract 5214.02, Allegheny County, Pennsylvania","1317"
"1500000US420035214022","Block Group 2, Census Tract 5214.02, Allegheny County, Pennsylvania","1285"
"1500000US420035214023","Block Group 3, Census Tract 5214.02, Allegheny County, Pennsylvania","1253"
"1500000US420035215001","Block Group 1, Census Tract 5215, Allegheny County, Pennsylvania","1475"
"1500000US420035215002","Block Group 2, Census Tract 5215, Allegheny County, Pennsylvania","1835"
"1500000US420035215003","Block Group 3, Census Tract 5215, Allegheny County, Pennsylvania","773"
"1500000US420035220001","Block Group 1, Census Tract 5220, Allegheny County, Pennsylvania","622"
"1500000US420035220002","Block Group 2, Census Tract 5220, Allegheny County, Pennsylvania","1538"
"1500000US420035220003","Block Group 3, Census Tract 5220, Allegheny County, Pennsylvania","941"
"1500000US420035231001","Block Group 1, Census Tract 5231, Allegheny County, Pennsylvania","1212"
"1500000US420035231002","Block Group 2, Census Tract 5231, Allegheny County, Pennsylvania","1157"
"1500000US420035231003","Block Group 3, Census Tract 5231, Allegheny County, Pennsylvania","794"
"1500000US420035231004","Block Group 4, Census Tract 5231, Allegheny County, Pennsylvania","642"
"1500000US420035232001","Block Group 1, Census Tract 5232, Allegheny County, Pennsylvania","1185"
"1500000US420035232002","Block Group 2, Census Tract 5232, Allegheny County, Pennsylvania","955"
"1500000US420035232003","Block Group 3, Census Tract 5232, Allegheny County, Pennsylvania","971"
"1500000US420035232004","Block Group 4, Census Tract 5232, Allegheny County, Pennsylvania","632"
"1500000US420035233001","Block Group 1, Census Tract 5233, Allegheny County, Pennsylvania","723"
"1500000US420035233002","Block Group 2, Census Tract 5233, Allegheny County, Pennsylvania","1167"
"1500000US420035233003","Block Group 3, Census Tract 5233, Allegheny County, Pennsylvania","614"
"1500000US420035233004","Block Group 4, Census Tract 5233, Allegheny County, Pennsylvania","1303"
"1500000US420035234001","Block Group 1, Census Tract 5234, Allegheny County, Pennsylvania","1264"
"1500000US420035234002","Block Group 2, Census Tract 5234, Allegheny County, Pennsylvania","698"
"1500000US420035234003","Block Group 3, Census Tract 5234, Allegheny County, Pennsylvania","707"
"1500000US420035234004","Block Group 4, Census Tract 5234, Allegheny County, Pennsylvania","687"
"1500000US420035234005","Block Group 5, Census Tract 5234, Allegheny County, Pennsylvania","903"
"1500000US420035234006","Block Group 6, Census Tract 5234, Allegheny County, Pennsylvania","662"
"1500000US420035235011","Block Group 1, Census Tract 5235.01, Allegheny County, Pennsylvania","1768"
"1500000US420035235012","Block Group 2, Census Tract 5235.01, Allegheny County, Pennsylvania","1497"
"1500000US420035235013","Block Group 3, Census Tract 5235.01, Allegheny County, Pennsylvania","1438"
"1500000US420035235021","Block Group 1, Census Tract 5235.02, Allegheny County, Pennsylvania","1497"
"1500000US420035236001","Block Group 1, Census Tract 5236, Allegheny County, Pennsylvania","1751"
"1500000US420035236002","Block Group 2, Census Tract 5236, Allegheny County, Pennsylvania","987"
"1500000US420035236003","Block Group 3, Census Tract 5236, Allegheny County, Pennsylvania","2114"
"1500000US420035237011","Block Group 1, Census Tract 5237.01, Allegheny County, Pennsylvania","690"
"1500000US420035237012","Block Group 2, Census Tract 5237.01, Allegheny County, Pennsylvania","1221"
"1500000US420035237013","Block Group 3, Census Tract 5237.01, Allegheny County, Pennsylvania","840"
"1500000US420035237014","Block Group 4, Census Tract 5237.01, Allegheny County, Pennsylvania","1117"
"1500000US420035237021","Block Group 1, Census Tract 5237.02, Allegheny County, Pennsylvania","1780"
"1500000US420035237022","Block Group 2, Census Tract 5237.02, Allegheny County, Pennsylvania","1624"
"1500000US420035237023","Block Group 3, Census Tract 5237.02, Allegheny County, Pennsylvania","1200"
"1500000US420035237024","Block Group 4, Census Tract 5237.02, Allegheny County, Pennsylvania","572"
"1500000US420035238001","Block Group 1, Census Tract 5238, Allegheny County, Pennsylvania","1229"
"1500000US420035238002","Block Group 2, Census Tract 5238, Allegheny County, Pennsylvania","758"
"1500000US420035238003","Block Group 3, Census Tract 5238, Allegheny County, Pennsylvania","1036"
"1500000US420035238004","Block Group 4, Census Tract 5238, Allegheny County, Pennsylvania","1664"
"1500000US420035240001","Block Group 1, Census Tract 5240, Allegheny County, Pennsylvania","652"
"1500000US420035240002","Block Group 2, Census Tract 5240, Allegheny County, Pennsylvania","1124"
"1500000US420035240003","Block Group 3, Census Tract 5240, Allegheny County, Pennsylvania","716"
"1500000US420035251001","Block Group 1, Census Tract 5251, Allegheny County, Pennsylvania","2003"
"1500000US420035252001","Block Group 1, Census Tract 5252, Allegheny County, Pennsylvania","1178"
"1500000US420035252002","Block Group 2, Census Tract 5252, Allegheny County, Pennsylvania","1358"
"1500000US420035253001","Block Group 1, Census Tract 5253, Allegheny County, Pennsylvania","757"
"1500000US420035253002","Block Group 2, Census Tract 5253, Allegheny County, Pennsylvania","1462"
"1500000US420035261011","Block Group 1, Census Tract 5261.01, Allegheny County, Pennsylvania","686"
"1500000US420035261012","Block Group 2, Census Tract 5261.01, Allegheny County, Pennsylvania","3258"
"1500000US420035261013","Block Group 3, Census Tract 5261.01, Allegheny County, Pennsylvania","2387"
"1500000US420035261014","Block Group 4, Census Tract 5261.01, Allegheny County, Pennsylvania","1079"
"1500000US420035261021","Block Group 1, Census Tract 5261.02, Allegheny County, Pennsylvania","2327"
"1500000US420035262011","Block Group 1, Census Tract 5262.01, Allegheny County, Pennsylvania","1267"
"1500000US420035262012","Block Group 2, Census Tract 5262.01, Allegheny County, Pennsylvania","2437"
"1500000US420035262021","Block Group 1, Census Tract 5262.02, Allegheny County, Pennsylvania","1133"
"1500000US420035262022","Block Group 2, Census Tract 5262.02, Allegheny County, Pennsylvania","2363"
"1500000US420035262023","Block Group 3, Census Tract 5262.02, Allegheny County, Pennsylvania","1153"
"1500000US420035263011","Block Group 1, Census Tract 5263.01, Allegheny County, Pennsylvania","1683"
"1500000US420035263012","Block Group 2, Census Tract 5263.01, Allegheny County, Pennsylvania","2306"
"1500000US420035263021","Block Group 1, Census Tract 5263.02, Allegheny County, Pennsylvania","1891"
"1500000US420035263022","Block Group 2, Census Tract 5263.02, Allegheny County, Pennsylvania","988"
"1500000US420035263023","Block Group 3, Census Tract 5263.02, Allegheny County, Pennsylvania","1205"
"1500000US420035263024","Block Group 4, Census Tract 5263.02, Allegheny County, Pennsylvania","981"
"1500000US420035509001","Block Group 1, Census Tract 5509, Allegheny County, Pennsylvania","570"
"1500000US420035509002","Block Group 2, Census Tract 5509, Allegheny County, Pennsylvania","897"
"1500000US420035512001","Block Group 1, Census Tract 5512, Allegheny County, Pennsylvania","1094"
"1500000US420035512002","Block Group 2, Census Tract 5512, Allegheny County, Pennsylvania","1133"
"1500000US420035512003","Block Group 3, Census Tract 5512, Allegheny County, Pennsylvania","1164"
"1500000US420035513001","Block Group 1, Census Tract 5513, Allegheny County, Pennsylvania","868"
"1500000US420035513002","Block Group 2, Census Tract 5513, Allegheny County, Pennsylvania","1479"
"1500000US420035519001","Block Group 1, Census Tract 5519, Allegheny County, Pennsylvania","1330"
"1500000US420035520001","Block Group 1, Census Tract 5520, Allegheny County, Pennsylvania","522"
"1500000US420035520002","Block Group 2, Census Tract 5520, Allegheny County, Pennsylvania","574"
"1500000US420035520003","Block Group 3, Census Tract 5520, Allegheny County, Pennsylvania","487"
"1500000US420035520004","Block Group 4, Census Tract 5520, Allegheny County, Pennsylvania","711"
"1500000US420035521001","Block Group 1, Census Tract 5521, Allegheny County, Pennsylvania","552"
"1500000US420035521002","Block Group 2, Census Tract 5521, Allegheny County, Pennsylvania","623"
"1500000US420035522001","Block Group 1, Census Tract 5522, Allegheny County, Pennsylvania","969"
"1500000US420035523001","Block Group 1, Census Tract 5523, Allegheny County, Pennsylvania","552"
"1500000US420035523002","Block Group 2, Census Tract 5523, Allegheny County, Pennsylvania","755"
"1500000US420035523003","Block Group 3, Census Tract 5523, Allegheny County, Pennsylvania","555"
"1500000US420035524001","Block Group 1, Census Tract 5524, Allegheny County, Pennsylvania","610"
"1500000US420035524002","Block Group 2, Census Tract 5524, Allegheny County, Pennsylvania","898"
"1500000US420035524003","Block Group 3, Census Tract 5524, Allegheny County, Pennsylvania","1384"
"1500000US420035604001","Block Group 1, Census Tract 5604, Allegheny County, Pennsylvania","695"
"1500000US420035604002","Block Group 2, Census Tract 5604, Allegheny County, Pennsylvania","858"
"1500000US420035605001","Block Group 1, Census Tract 5605, Allegheny County, Pennsylvania","975"
"1500000US420035605002","Block Group 2, Census Tract 5605, Allegheny County, Pennsylvania","1218"
"1500000US420035614001","Block Group 1, Census Tract 5614, Allegheny County, Pennsylvania","581"
"1500000US420035614002","Block Group 2, Census Tract 5614, Allegheny County, Pennsylvania","988"
"1500000US420035614003","Block Group 3, Census Tract 5614, Allegheny County, Pennsylvania","1000"
"1500000US420035614004","Block Group 4, Census Tract 5614, Allegheny County, Pennsylvania","1443"
"1500000US420035615001","Block Group 1, Census Tract 5615, Allegheny County, Pennsylvania","1228"
"1500000US420035615002","Block Group 2, Census Tract 5615, Allegheny County, Pennsylvania","752"
"1500000US420035615003","Block Group 3, Census Tract 5615, Allegheny County, Pennsylvania","608"
"1500000US420035619001","Block Group 1, Census Tract 5619, Allegheny County, Pennsylvania","656"
"1500000US420035619002","Block Group 2, Census Tract 5619, Allegheny County, Pennsylvania","1242"
"1500000US420035620001","Block Group 1, Census Tract 5620, Allegheny County, Pennsylvania","1403"
"1500000US420035620002","Block Group 2, Census Tract 5620, Allegheny County, Pennsylvania","1119"
"1500000US420035620003","Block Group 3, Census Tract 5620, Allegheny County, Pennsylvania","927"
"1500000US420035623001","Block Group 1, Census Tract 5623, Allegheny County, Pennsylvania","1246"
"1500000US420035623002","Block Group 2, Census Tract 5623, Allegheny County, Pennsylvania","0"
"1500000US420035623003","Block Group 3, Census Tract 5623, Allegheny County, Pennsylvania","1869"
"1500000US420035624001","Block Group 1, Census Tract 5624, Allegheny County, Pennsylvania","759"
"1500000US420035624002","Block Group 2, Census Tract 5624, Allegheny County, Pennsylvania","649"
"1500000US420035624003","Block Group 3, Census Tract 5624, Allegheny County, Pennsylvania","955"
"1500000US420035625001","Block Group 1, Census Tract 5625, Allegheny County, Pennsylvania","915"
"1500000US420035625002","Block Group 2, Census Tract 5625, Allegheny County, Pennsylvania","872"
"1500000US420035625003","Block Group 3, Census Tract 5625, Allegheny County, Pennsylvania","1132"
"1500000US420035626001","Block Group 1, Census Tract 5626, Allegheny County, Pennsylvania","1181"
"1500000US420035626002","Block Group 2, Census Tract 5626, Allegheny County, Pennsylvania","1217"
"1500000US420035627001","Block Group 1, Census Tract 5627, Allegheny County, Pennsylvania","540"
"1500000US420035627002","Block Group 2, Census Tract 5627, Allegheny County, Pennsylvania","1419"
"1500000US420035628001","Block Group 1, Census Tract 5628, Allegheny County, Pennsylvania","491"
"1500000US420035628002","Block Group 2, Census Tract 5628, Allegheny County, Pennsylvania","1025"
"1500000US420035629011","Block Group 1, Census Tract 5629.01, Allegheny County, Pennsylvania","570"
"1500000US420035629012","Block Group 2, Census Tract 5629.01, Allegheny County, Pennsylvania","863"
"1500000US420035630001","Block Group 1, Census Tract 5630, Allegheny County, Pennsylvania","1092"
"1500000US420035630002","Block Group 2, Census Tract 5630, Allegheny County, Pennsylvania","757"
"1500000US420035630003","Block Group 3, Census Tract 5630, Allegheny County, Pennsylvania","1079"
"1500000US420035631001","Block Group 1, Census Tract 5631, Allegheny County, Pennsylvania","1428"
"1500000US420035631002","Block Group 2, Census Tract 5631, Allegheny County, Pennsylvania","2294"
"1500000US420035632011","Block Group 1, Census Tract 5632.01, Allegheny County, Pennsylvania","301"
"1500000US420035632021","Block Group 1, Census Tract 5632.02, Allegheny County, Pennsylvania","845"
"1500000US420035632022","Block Group 2, Census Tract 5632.02, Allegheny County, Pennsylvania","1058"
"1500000US420035633001","Block Group 1, Census Tract 5633, Allegheny County, Pennsylvania","689"
"1500000US420035633002","Block Group 2, Census Tract 5633, Allegheny County, Pennsylvania","857"
"1500000US420035638001","Block Group 1, Census Tract 5638, Allegheny County, Pennsylvania","773"
"1500000US420035638002","Block Group 2, Census Tract 5638, Allegheny County, Pennsylvania","1825"
"1500000US420035638003","Block Group 3, Census Tract 5638, Allegheny County, Pennsylvania","212"
"1500000US420035638004","Block Group 4, Census Tract 5638, Allegheny County, Pennsylvania","81"
"1500000US420035638005","Block Group 5, Census Tract 5638, Allegheny County, Pennsylvania","590"
"1500000US420035638006","Block Group 6, Census Tract 5638, Allegheny County, Pennsylvania","400"
"1500000US420035639001","Block Group 1, Census Tract 5639, Allegheny County, Pennsylvania","748"
"1500000US420035639002","Block Group 2, Census Tract 5639, Allegheny County, Pennsylvania","1217"
"1500000US420035639003","Block Group 3, Census Tract 5639, Allegheny County, Pennsylvania","965"
"1500000US420035639004","Block Group 4, Census Tract 5639, Allegheny County, Pennsylvania","961"
"1500000US420035640001","Block Group 1, Census Tract 5640, Allegheny County, Pennsylvania","2644"
"1500000US420035640002","Block Group 2, Census Tract 5640, Allegheny County, Pennsylvania","2460"
"1500000US420035640003","Block Group 3, Census Tract 5640, Allegheny County, Pennsylvania","396"
"1500000US420035640004","Block Group 4, Census Tract 5640, Allegheny County, Pennsylvania","1621"
"1500000US420035641001","Block Group 1, Census Tract 5641, Allegheny County, Pennsylvania","441"
"1500000US420035641002","Block Group 2, Census Tract 5641, Allegheny County, Pennsylvania","466"
"1500000US420035642001","Block Group 1, Census Tract 5642, Allegheny County, Pennsylvania","310"
"1500000US420035642002","Block Group 2, Census Tract 5642, Allegheny County, Pennsylvania","918"
"1500000US420035642003","Block Group 3, Census Tract 5642, Allegheny County, Pennsylvania","866"
"1500000US420035644001","Block Group 1, Census Tract 5644, Allegheny County, Pennsylvania","1051"
"1500000US420035644002","Block Group 2, Census Tract 5644, Allegheny County, Pennsylvania","1165"
"1500000US420035644003","Block Group 3, Census Tract 5644, Allegheny County, Pennsylvania","974"
"1500000US420035644004","Block Group 4, Census Tract 5644, Allegheny County, Pennsylvania","1330"
"1500000US420035644005","Block Group 5, Census Tract 5644, Allegheny County, Pennsylvania","528"
"1500000US420035644006","Block Group 6, Census Tract 5644, Allegheny County, Pennsylvania","519"
"1500000US420035644007","Block Group 7, Census Tract 5644, Allegheny County, Pennsylvania","64"
"1500000US420035645001","Block Group 1, Census Tract 5645, Allegheny County, Pennsylvania","1564"
"1500000US420035645002","Block Group 2, Census Tract 5645, Allegheny County, Pennsylvania","1065"
"1500000US420035645003","Block Group 3, Census Tract 5645, Allegheny County, Pennsylvania","403"
"1500000US420035647001","Block Group 1, Census Tract 5647, Allegheny County, Pennsylvania","528"
"1500000US420035647002","Block Group 2, Census Tract 5647, Allegheny County, Pennsylvania","606"
"1500000US420035647003","Block Group 3, Census Tract 5647, Allegheny County, Pennsylvania","1050"
"1500000US420035648001","Block Group 1, Census Tract 5648, Allegheny County, Pennsylvania","716"
"1500000US420035648002","Block Group 2, Census Tract 5648, Allegheny County, Pennsylvania","1103"
"1500000US420035651001","Block Group 1, Census Tract 5651, Allegheny County, Pennsylvania","2972"
"1500000US420035652001","Block Group 1, Census Tract 5652, Allegheny County, Pennsylvania","1274"
"1500000US420035652002","Block Group 2, Census Tract 5652, Allegheny County, Pennsylvania","757"
"1500000US420035652003","Block Group 3, Census Tract 5652, Allegheny County, Pennsylvania","709"
"1500000US420035653001","Block Group 1, Census Tract 5653, Allegheny County, Pennsylvania","1238"
"1500000US420039800001","Block Group 1, Census Tract 9800, Allegheny County, Pennsylvania","0"
"1500000US420039801001","Block Group 1, Census Tract 9801, Allegheny County, Pennsylvania","8"
"1500000US420039803001","Block Group 1, Census Tract 9803, Allegheny County, Pennsylvania","0"
"1500000US420039804001","Block Group 1, Census Tract 9804, Allegheny County, Pennsylvania","13"
"1500000US420039805001","Block Group 1, Census Tract 9805, Allegheny County, Pennsylvania","18"
"1500000US420039806001","Block Group 1, Census Tract 9806, Allegheny County, Pennsylvania","19"
"1500000US420039807001","Block Group 1, Census Tract 9807, Allegheny County, Pennsylvania","29"
"1500000US420039808001","Block Group 1, Census Tract 9808, Allegheny County, Pennsylvania","3"
"1500000US420039809001","Block Group 1, Census Tract 9809, Allegheny County, Pennsylvania","0"
"1500000US420039810001","Block Group 1, Census Tract 9810, Allegheny County, Pennsylvania","4"
"1500000US420039811001","Block Group 1, Census Tract 9811, Allegheny County, Pennsylvania","0"
"1500000US420039811002","Block Group 2, Census Tract 9811, Allegheny County, Pennsylvania","0"
"1500000US420039812001","Block Group 1, Census Tract 9812, Allegheny County, Pennsylvania","0"
"1500000US420039818001","Block Group 1, Census Tract 9818, Allegheny County, Pennsylvania","314"
"1500000US420039822001","Block Group 1, Census Tract 9822, Allegheny County, Pennsylvania","5022"
"1500000US420059501001","Block Group 1, Census Tract 9501, Armstrong County, Pennsylvania","1817"
"1500000US420059501002","Block Group 2, Census Tract 9501, Armstrong County, Pennsylvania","1002"
"1500000US420059501003","Block Group 3, Census Tract 9501, Armstrong County, Pennsylvania","914"
"1500000US420059501004","Block Group 4, Census Tract 9501, Armstrong County, Pennsylvania","979"
"1500000US420059502001","Block Group 1, Census Tract 9502, Armstrong County, Pennsylvania","895"
"1500000US420059502002","Block Group 2, Census Tract 9502, Armstrong County, Pennsylvania","1175"
"1500000US420059503001","Block Group 1, Census Tract 9503, Armstrong County, Pennsylvania","1350"
"1500000US420059503002","Block Group 2, Census Tract 9503, Armstrong County, Pennsylvania","769"
"1500000US420059503003","Block Group 3, Census Tract 9503, Armstrong County, Pennsylvania","1157"
"1500000US420059504001","Block Group 1, Census Tract 9504, Armstrong County, Pennsylvania","1069"
"1500000US420059504002","Block Group 2, Census Tract 9504, Armstrong County, Pennsylvania","632"
"1500000US420059504003","Block Group 3, Census Tract 9504, Armstrong County, Pennsylvania","594"
"1500000US420059505001","Block Group 1, Census Tract 9505, Armstrong County, Pennsylvania","1110"
"1500000US420059505002","Block Group 2, Census Tract 9505, Armstrong County, Pennsylvania","1895"
"1500000US420059505003","Block Group 3, Census Tract 9505, Armstrong County, Pennsylvania","1145"
"1500000US420059505004","Block Group 4, Census Tract 9505, Armstrong County, Pennsylvania","1192"
"1500000US420059506001","Block Group 1, Census Tract 9506, Armstrong County, Pennsylvania","817"
"1500000US420059506002","Block Group 2, Census Tract 9506, Armstrong County, Pennsylvania","1325"
"1500000US420059506003","Block Group 3, Census Tract 9506, Armstrong County, Pennsylvania","1106"
"1500000US420059507001","Block Group 1, Census Tract 9507, Armstrong County, Pennsylvania","859"
"1500000US420059507002","Block Group 2, Census Tract 9507, Armstrong County, Pennsylvania","1154"
"1500000US420059507003","Block Group 3, Census Tract 9507, Armstrong County, Pennsylvania","840"
"1500000US420059507004","Block Group 4, Census Tract 9507, Armstrong County, Pennsylvania","826"
"1500000US420059508001","Block Group 1, Census Tract 9508, Armstrong County, Pennsylvania","919"
"1500000US420059508002","Block Group 2, Census Tract 9508, Armstrong County, Pennsylvania","1116"
"1500000US420059508003","Block Group 3, Census Tract 9508, Armstrong County, Pennsylvania","656"
"1500000US420059508004","Block Group 4, Census Tract 9508, Armstrong County, Pennsylvania","1098"
"1500000US420059509001","Block Group 1, Census Tract 9509, Armstrong County, Pennsylvania","1133"
"1500000US420059509002","Block Group 2, Census Tract 9509, Armstrong County, Pennsylvania","1077"
"1500000US420059509003","Block Group 3, Census Tract 9509, Armstrong County, Pennsylvania","755"
"1500000US420059509004","Block Group 4, Census Tract 9509, Armstrong County, Pennsylvania","1957"
"1500000US420059510001","Block Group 1, Census Tract 9510, Armstrong County, Pennsylvania","1332"
"1500000US420059510002","Block Group 2, Census Tract 9510, Armstrong County, Pennsylvania","921"
"1500000US420059510003","Block Group 3, Census Tract 9510, Armstrong County, Pennsylvania","606"
"1500000US420059511001","Block Group 1, Census Tract 9511, Armstrong County, Pennsylvania","1045"
"1500000US420059511002","Block Group 2, Census Tract 9511, Armstrong County, Pennsylvania","690"
"1500000US420059511003","Block Group 3, Census Tract 9511, Armstrong County, Pennsylvania","589"
"1500000US420059511004","Block Group 4, Census Tract 9511, Armstrong County, Pennsylvania","586"
"1500000US420059511005","Block Group 5, Census Tract 9511, Armstrong County, Pennsylvania","428"
"1500000US420059511006","Block Group 6, Census Tract 9511, Armstrong County, Pennsylvania","583"
"1500000US420059512001","Block Group 1, Census Tract 9512, Armstrong County, Pennsylvania","1553"
"1500000US420059512002","Block Group 2, Census Tract 9512, Armstrong County, Pennsylvania","1078"
"1500000US420059512003","Block Group 3, Census Tract 9512, Armstrong County, Pennsylvania","1104"
"1500000US420059512004","Block Group 4, Census Tract 9512, Armstrong County, Pennsylvania","862"
"1500000US420059512005","Block Group 5, Census Tract 9512, Armstrong County, Pennsylvania","1156"
"1500000US420059513001","Block Group 1, Census Tract 9513, Armstrong County, Pennsylvania","673"
"1500000US420059513002","Block Group 2, Census Tract 9513, Armstrong County, Pennsylvania","1096"
"1500000US420059513003","Block Group 3, Census Tract 9513, Armstrong County, Pennsylvania","642"
"1500000US420059514001","Block Group 1, Census Tract 9514, Armstrong County, Pennsylvania","1276"
"1500000US420059514002","Block Group 2, Census Tract 9514, Armstrong County, Pennsylvania","729"
"1500000US420059514003","Block Group 3, Census Tract 9514, Armstrong County, Pennsylvania","467"
"1500000US420059515001","Block Group 1, Census Tract 9515, Armstrong County, Pennsylvania","658"
"1500000US420059515002","Block Group 2, Census Tract 9515, Armstrong County, Pennsylvania","594"
"1500000US420059515003","Block Group 3, Census Tract 9515, Armstrong County, Pennsylvania","943"
"1500000US420059515004","Block Group 4, Census Tract 9515, Armstrong County, Pennsylvania","672"
"1500000US420059516001","Block Group 1, Census Tract 9516, Armstrong County, Pennsylvania","1578"
"1500000US420059516002","Block Group 2, Census Tract 9516, Armstrong County, Pennsylvania","1777"
"1500000US420059516003","Block Group 3, Census Tract 9516, Armstrong County, Pennsylvania","1250"
"1500000US420059517001","Block Group 1, Census Tract 9517, Armstrong County, Pennsylvania","1006"
"1500000US420059517002","Block Group 2, Census Tract 9517, Armstrong County, Pennsylvania","1630"
"1500000US420059517003","Block Group 3, Census Tract 9517, Armstrong County, Pennsylvania","816"
"1500000US420059518001","Block Group 1, Census Tract 9518, Armstrong County, Pennsylvania","948"
"1500000US420059518002","Block Group 2, Census Tract 9518, Armstrong County, Pennsylvania","508"
"1500000US420059518003","Block Group 3, Census Tract 9518, Armstrong County, Pennsylvania","693"
"1500000US420059519001","Block Group 1, Census Tract 9519, Armstrong County, Pennsylvania","1001"
"1500000US420059519002","Block Group 2, Census Tract 9519, Armstrong County, Pennsylvania","735"
"1500000US420076006011","Block Group 1, Census Tract 6006.01, Beaver County, Pennsylvania","927"
"1500000US420076006012","Block Group 2, Census Tract 6006.01, Beaver County, Pennsylvania","1140"
"1500000US420076006021","Block Group 1, Census Tract 6006.02, Beaver County, Pennsylvania","1729"
"1500000US420076006022","Block Group 2, Census Tract 6006.02, Beaver County, Pennsylvania","951"
"1500000US420076007011","Block Group 1, Census Tract 6007.01, Beaver County, Pennsylvania","1680"
"1500000US420076007012","Block Group 2, Census Tract 6007.01, Beaver County, Pennsylvania","1692"
"1500000US420076007021","Block Group 1, Census Tract 6007.02, Beaver County, Pennsylvania","2235"
"1500000US420076007022","Block Group 2, Census Tract 6007.02, Beaver County, Pennsylvania","2435"
"1500000US420076010001","Block Group 1, Census Tract 6010, Beaver County, Pennsylvania","1061"
"1500000US420076010002","Block Group 2, Census Tract 6010, Beaver County, Pennsylvania","1234"
"1500000US420076010003","Block Group 3, Census Tract 6010, Beaver County, Pennsylvania","1473"
"1500000US420076011001","Block Group 1, Census Tract 6011, Beaver County, Pennsylvania","547"
"1500000US420076011002","Block Group 2, Census Tract 6011, Beaver County, Pennsylvania","2529"
"1500000US420076012001","Block Group 1, Census Tract 6012, Beaver County, Pennsylvania","1146"
"1500000US420076012002","Block Group 2, Census Tract 6012, Beaver County, Pennsylvania","1185"
"1500000US420076012003","Block Group 3, Census Tract 6012, Beaver County, Pennsylvania","869"
"1500000US420076013001","Block Group 1, Census Tract 6013, Beaver County, Pennsylvania","820"
"1500000US420076013002","Block Group 2, Census Tract 6013, Beaver County, Pennsylvania","1909"
"1500000US420076014001","Block Group 1, Census Tract 6014, Beaver County, Pennsylvania","782"
"1500000US420076014002","Block Group 2, Census Tract 6014, Beaver County, Pennsylvania","1622"
"1500000US420076014003","Block Group 3, Census Tract 6014, Beaver County, Pennsylvania","840"
"1500000US420076016001","Block Group 1, Census Tract 6016, Beaver County, Pennsylvania","650"
"1500000US420076016002","Block Group 2, Census Tract 6016, Beaver County, Pennsylvania","650"
